ticker,sector,market_cap,book_value,price_to_book,roe,trailing_pe,forward_pe,dividend_yield,beta,avg_volume,current_price,volatility_60d,momentum_60d,avg_volume_60d
LQDA,Health Care,3687738368.0,0.254,166.88976,-1.8721001,,15.734966,,0.486,1991019,42.39,0.6243601084731255,0.7401477145955073,2008720.9677419355
CDP,Real Estate,3562054656.0,13.371,2.3042405,0.09993,22.822222,23.340908,4.04,0.873,1048581,30.81,0.1895625253661064,0.10563674215761254,1053267.7419354839
ICUI,Health Care,3700530176.0,86.172,1.7395442,-0.0035299999,,18.71745,,0.803,256121,149.9,0.3524884297965597,0.24823048103623058,255690.32258064515
SOUN,Information Technology,3554011136.0,0.953,8.87723,-0.89946,,-110.34303,,2.879,27040752,8.46,0.6335629221091672,-0.5198638118501335,27060701.612903226
PLMR,Financials,3310168576.0,33.143,3.7289922,0.22242,19.22084,14.269368,,0.413,233519,123.59,0.3383183946841274,0.08402766443432763,234808.06451612903
LIVN,Health Care,3588129280.0,21.193,3.1005518,-0.17629999,,15.902325,,0.975,613162,65.71,0.3790694220623195,0.2485274130895212,611293.5483870967
BRBR,Consumer Staples,2976244736.0,-3.757,-6.6196437,,14.892217,11.241796,,0.727,4075314,24.87,0.6225544507127004,-0.1745767828756678,4071441.935483871
CELC,Health Care,5063001088.0,2.703,40.480946,-1.22039,,-24.225811,,0.262,848196,109.42,0.4815965504899641,0.41809218475552923,850872.5806451613
KLIC,Information Technology,3001970944.0,15.822,3.623436,0.00024000001,5733.0005,24.962229,1.39,1.638,632550,57.33,0.4369966734108422,0.4422236439900247,627646.7741935484
AVA,Utilities,3359839488.0,32.506,1.2702271,0.073070005,17.27615,14.942118,4.81,0.28,729293,41.29,0.16449723211064948,0.09820922895728867,733483.8709677419
ACAD,Health Care,4251539200.0,5.423,4.6339664,0.34952,16.532894,31.580666,,0.681,1427509,25.13,0.32504849921679546,0.1070483839716172,1427329.0322580645
VIRT,Financials,8853460992.0,23.241,1.7860677,0.5272,8.091618,8.301236,2.31,0.579,1005522,41.51,0.2956243599425013,0.1994968804981503,1010304.8387096775
CBU,Financials,3292624896.0,38.078,1.6413678,0.11168,15.703518,11.45213,2.99,0.804,231711,62.5,0.24704628831250194,0.1353228785784515,232614.51612903227
PHIN,Consumer Discretionary,2768831488.0,41.256,1.7250824,0.05471,31.49115,12.187144,1.53,1.28,374319,71.17,0.2441242103026078,0.3779888431638545,376340.32258064515
BCC,Industrials,3017241088.0,57.675,1.401127,0.09047,15.845098,20.501463,1.1,1.232,448518,80.81,0.37432681098843607,0.1497214034164498,448870.96774193546
SYNA,Information Technology,3222033408.0,35.825,2.3031402,-0.03159,,15.713766,,1.709,593731,82.51,0.5019879330167999,0.16309556380944024,588759.6774193548
SPSC,Information Technology,3383736320.0,25.414,3.5122375,0.09513,39.848213,19.707632,,0.575,537788,89.26,0.22917315519852,0.08535997634739201,594514.5161290322
GRAL,Health Care,3813241088.0,61.944,1.5791683,-0.1683,,-9.035096,,,960060,97.82,0.8724041541212865,0.0640704815630988,962685.4838709678
ACMR,Information Technology,3770619392.0,22.083,2.6318886,0.09937,31.759562,27.095572,,1.449,1399363,58.12,0.7146792930198632,0.40183309732998795,1385941.935483871
HNI,Industrials,3392852992.0,18.239,2.6202095,0.16841,15.877077,11.770936,2.87,0.936,758385,47.79,0.21795550971813418,0.178106943346801,756482.2580645161
PBH,Health Care,3172837632.0,37.954,1.6986353,0.11293,15.840295,13.358197,,0.396,417954,64.47,0.21616869887729523,0.06386143306975,418154.8387096774
FULT,Financials,3714834432.0,18.331,1.126507,0.11711001,9.927885,9.0174675,3.68,0.869,1736518,20.65,0.2688921959105864,0.2004088013704326,1740737.0967741935
TPH,Consumer Discretionary,2918342144.0,38.399,0.8685122,0.094639994,9.955224,14.605861,,1.358,848555,33.35,0.3457646894349395,0.04709570093204962,853127.4193548387
VRRM,Industrials,3079593728.0,2.527,7.6375146,0.11486,56.7647,14.210506,,0.6,1417226,19.3,0.23596496205910342,-0.1684618699544833,1435803.2258064516
UNF,Industrials,3887589888.0,119.677,1.7965022,0.06495,27.706184,27.546938,0.68,0.722,217044,215.0,0.4063031566589949,0.39580267787463597,215896.7741935484
HAYW,Industrials,3500172544.0,7.016,2.300456,0.09523,26.459015,19.070349,,1.128,1537321,16.14,0.21504638097192524,-0.048909838378890735,1557296.7741935484
BFH,Financials,3307824128.0,72.109,1.005977,0.14777,7.394495,6.2369742,1.26,1.306,828844,72.54,0.39948748461128164,0.16204632901683014,830085.4838709678
NMIH,Financials,3003670016.0,32.62,1.187002,0.16173,8.100418,7.5832505,,0.659,436914,38.72,0.27466089993136644,0.06286030459357406,437659.67741935485
OPLN,Industrials,3193361408.0,13.402,2.2414565,0.085710004,34.528736,21.1001,,1.239,926436,30.04,0.29219968734337487,0.1370174424216426,923788.7096774194
TGNA,Communication,3085848064.0,19.349,0.990232,0.11449,9.037736,6.346241,2.65,0.133,1332288,19.16,0.12663239664759743,-0.019568022132670504,1326917.7419354839
FIBK,Financials,3649530368.0,34.093,1.0403897,0.089499995,12.273356,12.104976,5.2,0.782,1396659,35.47,0.2907243729549686,0.1517005430548073,1387075.8064516129
BNL,Real Estate,3657909760.0,15.245,1.2141685,0.02991,39.38298,26.195868,6.31,1.032,1829072,18.51,0.1731006352855096,0.05028915884840357,1830935.4838709678
GNW,Financials,3423019008.0,21.883,0.3811178,0.03879,14.135594,9.266667,,1.068,4094201,8.34,0.1953716087676344,-0.011848274024543137,4104359.6774193547
CGON,Health Care,4300594176.0,8.785,5.924872,-0.24744,,-20.589073,,1.357,1074793,52.05,0.7773358212347369,0.2029119178740737,1080303.2258064516
CATY,Financials,3482114048.0,43.532,1.1756868,0.10920999,11.150327,8.947553,2.68,0.847,420877,51.18,0.25535593527157974,0.1340323213492085,420045.1612903226
FRPT,Consumer Staples,3401940992.0,24.151,2.8860087,0.112229995,29.533897,48.896496,,1.712,1199765,69.7,0.4361071181449958,0.4163787491358597,1230922.5806451612
CRCL,Information Technology,16266196992.0,12.91,4.9519753,,,53.41522,,,13600291,63.93,0.8019876572723192,-0.49653489829046416,13487656.451612903
RH,Consumer Discretionary,3733570048.0,0.178,1117.0225,,36.888683,19.729584,,2.095,1050727,198.83,0.5406062076934574,0.15270447851504354,1046867.7419354839
TVTX,Health Care,2781694720.0,0.822,37.822384,-4.10777,,16.387825,,0.854,2212314,31.09,0.6026939493714223,-0.11575653334719183,2277446.7741935486
MZTI,Consumer Staples,4724008448.0,36.982,4.639284,0.17296,27.852274,23.197676,2.33,0.411,142318,171.57,0.26473713457069975,0.10095331645676708,143414.51612903227
CARG,Communication,3216030464.0,3.906,8.294931,0.3539,21.891893,12.879734,,1.364,889365,32.4,0.3066758294348268,-0.0774486756472087,887691.9354838709
WSBC,Financials,3390224384.0,39.636,0.8903522,0.065409996,15.825112,8.621343,4.31,0.818,496229,35.29,0.26747116747200894,0.18591363001870698,503614.51612903224
SHOO,Consumer Discretionary,3188230400.0,11.71,3.7472246,0.0712,56.256413,18.509535,1.91,1.126,1132200,43.88,0.4096797193408121,0.30027501281015523,1135054.8387096773
ASH,Materials,2798827776.0,41.391,1.477616,-0.34451,,13.071114,2.69,0.42,828531,61.16,0.3865201300711087,0.2606051699766274,825959.6774193548
KTB,Consumer Discretionary,3320606464.0,9.528,6.268892,0.49106,15.315384,10.003115,3.57,1.228,721685,59.73,0.43170932041589016,-0.25669359107340795,719950.0
XENE,Health Care,3169048064.0,7.255,5.652653,-0.45138,,-8.892734,,0.977,880349,41.01,0.33770808426515936,-0.02170801257539756,878506.4516129033
HUBG,Industrials,2912827648.0,27.825,1.7099731,0.06241,27.344828,22.554789,1.05,1.144,664695,47.58,0.27252057945593594,0.2959673228026565,675051.6129032258
PAG,Consumer Discretionary,10355096576.0,86.48,1.8130202,0.17277001,11.033778,11.28787,3.52,0.911,242847,156.79,0.20631067271390346,-0.01195912098364571,244345.16129032258
SHAK,Consumer Discretionary,3781352192.0,12.645,7.004349,0.09078,85.990295,65.5341,,1.68,1548678,88.57,0.39233714094283895,-0.08227129070205996,1560095.1612903227
SLG,Real Estate,3403651840.0,48.472,0.9238323,-0.021760002,,-22.750364,6.9,1.589,1297060,44.78,0.34123455871733294,-0.12315860482011465,1293282.2580645161
CWEN,Utilities,7366418944.0,17.382,2.0797377,-0.01401,15.448719,,4.99,0.982,1128862,36.15,0.28659192548092066,0.14634476050373335,1131520.9677419355
AVNT,Materials,3310025472.0,25.911,1.3951604,0.048189998,29.153227,11.849856,3.05,1.451,842527,36.15,0.3039274245177675,0.13714603704587014,837614.5161290322
VKTX,Health Care,3282575616.0,6.341,4.5797195,-0.29227,,-7.809979,,0.703,3213057,29.04,0.593389398081036,-0.2373949706104036,3219364.5161290322
ZG,Real Estate,15615994880.0,20.625,3.017697,-0.0066299997,,27.845634,,2.032,743339,62.24,0.37459159395061936,-0.12987553836669308,749845.1612903225
ACLS,Information Technology,2730093568.0,32.91,2.6760862,0.13619,21.745678,19.607407,,1.726,555685,88.07,0.4933081855468126,0.1069633282726421,565240.3225806452
TDW,Energy,3097201664.0,23.056,2.7103574,0.13372,21.040405,17.199099,,0.63,759731,62.49,0.5026760375540957,0.23522438209105578,757591.9354838709
STNG,Energy,3293148672.0,65.257,0.9749145,0.09629,10.58569,11.130472,2.65,-0.284,988291,63.62,0.3861653188797339,0.031118284363111037,1000290.3225806452
WDFC,Consumer Staples,3128041472.0,19.555,11.824597,0.36512002,35.194824,35.248474,1.66,0.142,145132,231.23,0.2647605760868752,0.19611741264190274,144735.48387096773
DRS,Industrials,10927036416.0,9.951,4.1262183,0.10348,41.474747,32.68354,0.87,0.27,1112326,41.06,0.2920084289307511,0.12604166851923093,1128632.2580645161
EEFT,Financials,3046557440.0,31.828,2.2766118,0.23214,10.655882,6.5561485,,0.842,767247,72.46,0.2486599104615879,-0.04481942391936855,773512.9032258064
ABM,Industrials,2819208704.0,29.673,1.5515789,0.09104,17.639849,10.579165,2.53,0.748,694026,46.04,0.3287288182854362,0.07775778773142572,691214.5161290322
LOAR,Industrials,6420629504.0,12.392,5.5342155,0.06562,105.5077,66.35576,,,736713,68.58,0.3304224466941451,-0.133324855156716,728570.9677419355
RRR,Consumer Discretionary,6497358336.0,3.71,17.016172,1.25752,19.977848,22.039598,1.67,1.495,853434,63.13,0.31776992474459803,0.1892771712751904,854488.7096774194
NATL,Financials,2756624128.0,4.472,8.340787,0.44519,21.314285,7.5684867,,0.965,431009,37.3,0.35174741794993264,0.010840045925231578,431932.2580645161
PTEN,Energy,2900311296.0,8.567,0.8789541,-0.039619997,,-18.72948,4.25,0.719,9137772,7.53,0.4352514138122857,0.21772432587782609,9181838.709677419
TERN,Health Care,3763347712.0,3.246,10.659272,-0.29123,,-28.568832,,-0.281,4152011,34.6,1.7618681296338992,3.1888616846690967,4101650.0
CPRX,Health Care,2986770944.0,7.466,3.2547548,0.27519,14.378697,9.362069,,0.719,1312724,24.3,0.30390874743610774,0.14245410033317185,1307358.064516129
MPW,Real Estate,3019530240.0,7.753,0.64749134,-0.13974,,41.833336,7.13,1.464,7127403,5.02,0.32257894263755543,-0.012890172776284348,7131966.129032258
BOKF,Financials,8218403328.0,97.634,1.3308889,0.10077,14.17012,12.862138,1.94,0.872,319529,129.94,0.23082163072106993,0.24966402178905645,317943.5483870968
BGC,Financials,4327721984.0,2.031,4.485475,0.14556,27.606058,6.798507,0.88,1.068,2564921,9.11,0.23791777173057624,-0.0009260168588617335,2563977.419354839
ARQT,Health Care,3107627008.0,1.314,19.307459,-0.28168,,55.497223,,1.719,2026593,25.37,0.4737499762914315,0.0023706588130021355,2031001.6129032257
IPGP,Information Technology,3901542912.0,49.972,1.8492357,0.012150001,168.01819,58.276733,,1.017,312309,92.41,0.4142896894883711,0.0856438049847228,311283.87096774194
TBBK,Financials,2738126336.0,8.143,7.299521,0.30848,12.081301,7.4022417,,1.274,607113,59.44,0.4557915488902676,-0.09071445419486546,630466.1290322581
PFS,Financials,2891979520.0,21.69,1.0207468,0.10715,9.972973,8.589718,4.32,0.849,898059,22.14,0.29460280564821834,0.2261926970578101,895780.6451612903
OSCR,Financials,4132185600.0,3.922,3.6588476,-0.22237,,4019.608,,1.899,11250498,14.35,0.8232721482792529,-0.20277775658501518,11211114.516129032
ITGR,Health Care,3043437568.0,49.827,1.7432317,0.05179,35.598362,13.796521,,0.782,647836,86.86,0.2639608037433155,0.34520676817215556,679620.9677419355
JOE,Real Estate,3832944896.0,13.159,5.0300174,0.13964,37.185394,601.7273,0.96,1.32,211031,66.19,0.2612305115351514,0.16885584334555004,214261.29032258064
TOWN,Financials,3228594432.0,31.101,1.1253657,0.07451,15.909091,8.900191,3.04,0.789,379077,35.0,0.2212057144335236,0.08520469710028644,377530.6451612903
HURN,Industrials,2924864000.0,31.281,5.4026403,0.21197,28.308208,19.327538,,0.108,150188,169.0,0.23114887664708644,0.027730463943641537,151940.32258064515
HWKN,Materials,2722497536.0,25.019,5.2060437,0.1689,35.298103,25.539217,0.54,0.852,169190,130.25,0.4067327275870217,-0.08040889178467425,170329.03225806452
ADPT,Health Care,2824305920.0,1.34,13.80597,-0.37208998,,-31.740042,,2.181,2377285,18.5,0.7913969491671283,0.06566816529768271,2369764.5161290322
BOH,Financials,2975129088.0,37.915,1.9723064,0.117019996,16.256521,10.917745,3.72,0.733,377881,74.78,0.26501067098340547,0.16397257928179143,378970.96774193546
WAY,Health Care,5081368064.0,18.45,1.4395663,0.03543,40.861538,16.271717,,,2033327,26.56,0.413326578247587,-0.25913526927720365,2069817.7419354839
VCYT,Health Care,3010192640.0,15.913,2.393012,0.02491,102.91892,24.865002,,1.877,918411,38.08,0.7292637490176009,0.05543236969235865,913658.0645161291
KMT,Industrials,2621672448.0,16.447,2.0909588,0.07556,28.899158,18.450562,2.3,1.475,929411,34.39,0.41627099737046486,0.5787666956730517,926570.9677419355
IAC,Communication,2961811200.0,61.874,0.5971814,-0.03582,,23.277937,,1.143,1111349,36.95,0.24852695700386687,0.14680320803951563,1119520.9677419355
APGE,Health Care,4475658752.0,9.885,6.627213,-0.38414,,-13.402785,,1.42,946073,65.51,0.5000147587865669,0.15762505671657356,940882.2580645161
SBCF,Financials,3274706944.0,27.404,1.2202598,0.0633,21.299362,12.2118225,2.27,0.929,690626,33.44,0.2609424977367724,0.11010625169455257,688853.2258064516
RHI,Industrials,3521175296.0,12.874,2.6883643,0.09984,26.022556,14.819984,6.82,0.841,2394000,34.61,0.6504493644329533,0.3506546789814655,2396140.3225806453
CHH,Consumer Discretionary,4756825088.0,3.261,31.524075,14.25042,12.536586,14.441732,1.13,0.783,765524,102.8,0.37375747390002256,0.10920555187170478,761866.1290322581
AMBA,Information Technology,2756953344.0,13.708,4.6717243,-0.13922,,103.60951,,1.953,983085,64.04,0.6668604824617265,-0.24862139630178026,972416.1290322581
SDRL,Energy,2400158208.0,45.932,0.83776015,0.011770001,81.87234,28.237019,,1.626,780957,38.48,0.45896668632268234,0.21926489839651575,780456.4516129033
VCTR,Financials,4710231552.0,36.86,1.9134562,0.16464001,18.084614,10.256626,2.81,1.086,392009,70.53,0.23116463605273424,0.1415138897343855,392159.67741935485
SFNC,Financials,2943027968.0,23.178,0.87712485,-0.12417,,9.567059,4.18,0.906,1087147,20.33,0.30129113408993313,0.1825670690223684,1096206.4516129033
PPTA,Materials,3247942912.0,4.943,5.3853936,-0.14538999,,-391.47058,,0.184,2380108,26.62,0.760607049592788,0.10778194251268847,2373458.064516129
SXI,Industrials,2908079872.0,58.145,4.127612,0.10467,56.47059,23.201857,0.55,1.12,139752,240.0,0.33000839363824147,0.03051424551972537,141932.25806451612
TDC,Information Technology,2695140096.0,2.337,12.203681,0.68605006,23.766666,11.449218,,0.57,1514629,28.52,0.7373874815954986,0.36786570436279686,1515238.7096774194
XMTR,Industrials,2927778560.0,5.329,10.720586,-0.21378,,75.37337,,0.855,749896,57.13,0.8362319483066764,0.17334160360350626,748535.4838709678
OII,Energy,3016248832.0,9.098,3.3084197,0.28707,13.2599125,16.842648,,1.244,892750,30.1,0.43260871355695685,0.29240013732254444,890920.9677419355
AAP,Consumer Discretionary,2881667840.0,36.583,1.3123581,-0.23868,,17.908699,2.08,1.173,1759818,48.01,0.5097066703705366,0.024716482686892416,1795735.4838709678
DNOW,Industrials,2820198144.0,11.256,1.3495024,0.08337,17.261364,14.466667,,0.758,2581180,15.19,0.35594640169747066,0.03333331819564567,2555330.64516129
GPOR,Energy,3943915008.0,94.14,2.168791,0.01126,,8.04213,,0.607,261608,204.17,0.366156343298595,0.09762918229343853,261340.32258064515
CENX,Materials,4231191552.0,7.947,5.7040396,0.07497,58.11539,7.5993295,,2.262,2233483,45.33,0.6714930322730903,0.5303848935416804,2217516.129032258
MGEE,Utilities,2918962688.0,35.511,2.2494438,0.10799,21.647696,20.499554,2.35,0.827,124037,79.88,0.16000917109484694,-0.030520369197491792,125685.48387096774
OLN,Materials,2374868992.0,16.695,1.246481,-0.02179,,15.583812,3.84,1.635,2763455,20.81,0.4696637802390219,0.015088491549049232,2755827.419354839
APLE,Real Estate,2758561792.0,13.469,0.86420673,0.054130003,15.72973,15.72973,8.21,0.849,2666372,11.64,0.2366380564928453,0.061505791593097214,2687150.0
CPK,Utilities,3043369728.0,64.499,1.9950695,0.09132,22.615112,19.200237,2.15,0.808,131078,128.68,0.18713883275808113,0.016466775454798688,131195.16129032258
ACLX,Health Care,3949880320.0,7.629,8.953991,-0.47175997,,-19.532154,,0.355,1050196,68.31,0.5464905292160419,-0.243102520126385,1039122.5806451613
AWR,Utilities,2824604416.0,26.071,2.7985117,0.1378,21.395893,20.965517,2.79,0.683,276434,72.96,0.168590871922453,0.03005398970615225,280245.1612903226
WLK,Materials,10174626816.0,73.494,1.0792717,-0.08701,,109.45521,2.6,0.91,1514555,79.32,0.4228955764283279,0.16290679972841793,1521570.9677419355
NMRK,Real Estate,4500571136.0,7.652,2.3301098,0.08712,31.280703,9.577217,0.68,1.921,1089537,17.83,0.32886285462235254,0.0018303551525584716,1105520.9677419355
POWI,Information Technology,2577031168.0,12.149,3.7813811,0.02525,143.5625,35.04703,1.83,1.354,1037650,45.94,0.43548201268301245,0.10355238286188273,1042764.5161290322
PBF,Energy,3876256768.0,45.176,0.74065876,-0.0935,,17.37514,3.31,0.453,3016414,33.46,0.609299542161913,-0.013528789037691724,3024414.5161290322
LXP,Real Estate,2931320576.0,33.258,1.4898671,0.05805,25.942408,-2477.5,5.52,1.119,676334,49.55,0.19191179365569905,0.05896491048855235,681012.2580645161
NTB,Financials,2161307392.0,23.785,2.177843,0.20988001,9.847908,9.533748,3.84,0.558,159240,51.8,0.16304537408108286,0.1197579143220282,164138.70967741936
CIVI,Energy,2336025856.0,78.377,0.34933716,0.09551,3.973875,5.665851,7.3,0.921,1941180,27.38,0.3939427354567528,-0.03382408725854358,1927210.0327868853
DIOD,Information Technology,2748945408.0,40.729,1.4532642,0.03502,42.891304,29.545805,,1.646,363216,59.19,0.4955782062926526,0.10925783264002509,361479.03225806454
HGV,Consumer Discretionary,3974918656.0,15.987,2.8216677,0.04082,82.01818,10.402087,,1.488,792296,45.11,0.32425266255097884,0.08829915030265867,803962.9032258064
GT,Consumer Discretionary,2692773888.0,10.502,0.8960198,-0.42193002,,8.514373,,1.182,6379003,9.41,0.41746719956885986,0.36574746440625083,6392346.774193549
GLOB,Information Technology,2946311936.0,48.851,1.3690609,0.047859997,30.262442,10.619496,,1.204,1259111,66.88,0.457772923110377,0.08606682794365406,1258072.5806451612
YOU,Information Technology,4398073344.0,1.523,21.418253,1.3726,19.890244,17.45776,1.52,1.19,1522829,32.62,0.5277721394231781,0.07437101428371662,1523208.064516129
AAOI,Information Technology,2977686016.0,8.214,5.3092284,-0.40431,,51.548462,,3.248,5355870,43.61,1.2773318069531752,0.22637792255843014,5333362.903225807
IDYA,Health Care,2821981440.0,12.457,2.5840893,-0.14147,,-9.038529,,0.05,923457,32.19,0.38459910702288064,0.010357752982911306,925233.8709677419
BEAM,Health Care,2802737920.0,9.799,2.818655,-0.4719,,-6.002273,,2.073,1975606,27.62,0.8084677963903999,0.10435828014657522,2001703.2258064516
TRMK,Financials,2549425152.0,35.953,1.1826552,0.10976,11.491892,10.490141,2.35,0.683,310567,42.52,0.25085374162841567,0.14948856334284222,311564.51612903224
MTRN,Materials,2866923264.0,45.077,3.0676398,0.02079,151.95604,22.13897,0.39,0.855,149950,138.28,0.35889382460248104,0.20772831037981532,150766.12903225806
CSTM,Materials,3135441664.0,6.132,3.6643834,0.121750005,28.807692,13.938886,,1.524,1244301,22.47,0.34580236792551017,0.4284806082174839,1254366.1290322582
MSGE,Communication,2922225664.0,-1.393,-44.414932,,87.14085,25.72557,,0.401,333257,61.87,0.3184428566558256,0.4010416473203522,331798.3870967742
HIW,Real Estate,2896364288.0,21.497,1.2024934,0.05308,22.478262,43.083332,7.72,1.088,1256495,25.85,0.21696644508326673,-0.081338001461281,1264785.4838709678
SMG,Materials,3725219072.0,-8.646,-7.4277124,,22.935715,13.215732,4.04,1.933,855783,64.22,0.29849161199969393,0.2151171540243959,857150.0
ATKR,Industrials,2343981824.0,41.537,1.6720033,-0.01033,,11.7611,1.88,1.576,466480,69.45,0.4153945554234633,0.00803263461290582,465008.06451612903
CPRI,Consumer Discretionary,2689063680.0,-0.621,-36.344604,-1.70056,,12.104927,,1.445,2573173,22.57,0.3907257598722314,0.08771082866622737,2586243.5483870967
FBNC,Financials,2402138624.0,39.892,1.452171,0.07165,21.615671,11.822449,1.66,0.901,233873,57.93,0.27828641540985954,0.19880570990152924,232583.87096774194
ERAS,Health Care,3253757440.0,1.226,8.572595,-0.32004002,,-22.700766,,1.151,4665816,10.51,1.2461837638128785,3.3429751642723664,4614358.064516129
DNLI,Health Care,3394882816.0,6.317,3.441507,-0.44438,,-7.4007754,,1.046,1632485,21.74,0.6357280028021524,0.3353807649990761,1626088.7096774194
FFBC,Financials,3003411712.0,28.108,1.0224847,0.098170005,10.804511,8.46362,3.44,0.987,832281,28.74,0.2651758649295633,0.24014172872435413,826256.4516129033
HE,Utilities,2644545792.0,9.059,1.6911359,0.07021,7.330144,15.685952,,0.655,3768608,15.32,0.4161296148194942,0.31841650995740234,3741548.3870967743
BL,Information Technology,2875927296.0,5.477,8.484571,0.22181,42.633026,19.739357,,0.862,778908,46.47,0.3652333223957144,-0.18829692190911573,781377.4193548387
WRBY,Consumer Discretionary,3116424448.0,3.026,8.430271,0.0020299999,Infinity,52.088863,,2.055,4269452,25.51,0.9218436029636203,0.3021949989883945,4241687.096774193
DXC,Information Technology,2512752896.0,19.714,0.7319671,0.12933,6.2739134,4.4018197,,1.045,2050426,14.43,0.343658427126328,0.01619721823943787,2107664.5161290322
CWT,Utilities,2663732992.0,28.536,1.5664425,0.081470005,19.519651,17.552334,2.78,0.631,404719,44.7,0.2241936716067262,0.01373527455063428,411804.8387096774
MGRC,Industrials,2748876032.0,48.603,2.2980063,0.127,18.77143,16.922728,1.75,0.499,124531,111.69,0.30217713494869575,0.04410844656596247,125058.06451612903
GOLF,Consumer Discretionary,5686629376.0,14.529,6.672173,0.24289,25.919786,25.032925,0.98,0.889,325222,96.94,0.24625237072653539,0.25710963681291976,324043.5483870968
CNK,Communication,2781829376.0,3.335,7.1004496,0.33051997,21.142857,10.912442,1.55,1.097,3438870,23.68,0.5017424305589925,-0.12040901546858251,3429551.6129032257
CAKE,Consumer Discretionary,2888824064.0,8.538,6.788475,0.39138,17.617022,14.414145,1.86,0.962,1164870,57.96,0.34125752804468085,0.17051586739388136,1171551.6129032257
CALX,Information Technology,2960569856.0,12.861,3.4732912,0.02181,178.68,18.255602,,1.556,890440,44.67,0.42664757500568967,-0.347120734223868,895256.4516129033
PLUG,Industrials,2943308544.0,1.18,1.792373,-0.93849,,-6.777325,,1.689,105974667,2.115,0.8652534431996917,-0.21189597008795258,105790348.38709678
GTM,Communication,2564977920.0,4.878,1.6502666,0.06508,25.967743,7.268295,,1.067,5117622,8.05,0.425821306959544,-0.28253119437165575,5118353.225806451
AMRX,Health Care,4300484608.0,-0.348,-39.31035,,1368.0001,14.606802,,1.347,2442147,13.68,0.2742870357228644,0.26432538733985855,2442564.5161290322
CVBF,Financials,2671725824.0,16.932,1.164068,0.0934,12.967105,10.417547,4.07,0.693,1288065,19.71,0.26222861504120054,0.08401766407809341,1282024.1935483871
TENB,Information Technology,2671354880.0,2.869,7.6890903,-0.089499995,,12.511768,,0.637,1450262,22.06,0.27005111153345623,-0.2398346272237667,1450272.5806451612
FCPT,Real Estate,2614921728.0,14.682,1.6789266,0.07557,22.40909,21.481108,6.06,0.858,838036,24.65,0.1561155697405144,0.059216880854913834,836182.2580645161
BANC,Financials,3106002176.0,19.095,1.0463473,0.05989,17.373913,9.822574,1.98,1.059,2066429,19.98,0.2790172451686261,0.18333924516792255,2069709.677419355
PRVA,Health Care,2856095488.0,5.771,4.0235662,0.0344,165.85713,22.198427,,0.832,744550,23.22,0.3071216524232684,-0.044444442700184106,746720.9677419355
OI,Materials,2354239488.0,8.64,1.7685184,-0.08336,,7.894805,,0.771,2172832,15.28,0.44221361734942966,0.3534100783524967,2187167.7419354836
AMR,Materials,2738692352.0,123.236,1.7024246,-0.02871,,9.817501,,0.808,277385,209.8,0.5515969917266014,0.21089697393174167,277943.5483870968
SPHR,Communication,3438304256.0,61.049,1.564481,,,-27.133524,,1.697,831481,95.51,0.384056616079193,0.3947137478719194,835287.0967741936
CHEF,Consumer Staples,2563971072.0,14.177,4.436764,0.14116,36.358383,29.778389,,1.284,413204,62.9,0.28986449613001297,0.06610172077760867,413877.4193548387
WT,Financials,2279584256.0,2.94,5.5102043,0.26825002,21.6,15.104896,0.74,,3549506,16.2,0.32151652335836445,0.3579529339159435,3577708.064516129
VERA,Health Care,3070892544.0,6.243,6.9293604,-0.73246,,-9.569885,,1.161,1537434,43.26,0.7818540391064301,0.5200280995488578,1537408.064516129
SYRE,Health Care,2481396224.0,4.949,6.4619117,-0.38076,,-11.417473,,3.18,703606,31.98,0.5858443852680895,0.3074407497642717,703279.0322580645
BANF,Financials,3687616512.0,53.491,2.055486,0.14137,15.464134,15.270833,1.78,0.666,125791,109.95,0.28169099659401586,0.014613627609575186,125962.90322580645
VSH,Information Technology,2732106240.0,15.363,1.3115928,-0.03573,,26.747906,1.98,1.127,1925649,20.15,0.4876794074344137,0.19519692618481077,1921877.4193548388
APAM,Financials,3137360640.0,5.706,7.802314,0.49577,11.71579,10.878436,7.2,1.751,474145,44.52,0.23288095255084604,0.04076679991067911,472854.8387096774
PK,Real Estate,2185054720.0,16.918,0.6460575,0.0,,14.103227,9.17,1.433,3712447,10.93,0.3259125363739298,0.08734304190017883,3795245.1612903224
PRDO,Consumer Discretionary,2080456704.0,15.513,2.06472,0.16141,13.746781,11.521583,1.87,0.908,698350,32.03,0.27324016469287665,0.013942801552684791,705735.4838709678
DBRG,Financials,3002816768.0,6.886,2.2349696,-0.0182,128.25,38.475,0.26,1.695,6950039,15.39,1.0176638249645553,0.30178180420723977,6948953.225806451
VC,Consumer Discretionary,2479198976.0,54.322,1.6726189,0.22575001,8.148879,9.509237,1.21,1.153,404624,90.86,0.3074414397801037,-0.1497793026138221,408927.4193548387
HHH,Real Estate,4850515456.0,63.864,1.2786547,0.08611,15.378531,80.05883,,1.216,377481,81.66,0.34204497363621367,0.030020243686406545,376362.9032258064
XRAY,Health Care,2488413184.0,7.409,1.6830882,-0.44404998,,8.165377,5.13,1.007,3956349,12.47,0.4465401575889688,0.00320370146170168,3939369.35483871
CWK,Real Estate,3807578880.0,8.452,1.9451019,0.1221,17.489363,11.345991,,1.477,1668280,16.44,0.3549363048375855,0.047133804699524884,1685533.8709677418
